,Gender,MaritalStatus,Travelling,Role,OverTime,Qualifications,Satisfaction,Engagement,Level,Work Experience,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,Age,Daily,Monthly,MonthlyRate,SalaryHike,DistanceFromHome,Turnover
1084,1,1,2,2,0,3,3,3,1,1,3,1,0,-1.0573552853286072,-1.0090570115706914,-0.8209599271273921,-1.4509140871123125,1.2780639018122941,-0.8925587108399401,1
1085,0,1,2,0,0,3,4,2,2,1,2,1,1,-0.637157321167198,-0.4130744389037862,-0.267398634939177,1.0318087406095666,-0.5561449614580697,0.08851339304618913,0
1086,0,1,2,2,0,3,3,4,1,0,2,0,0,-0.9523057942882549,-1.2648133124395602,-0.8518970960053978,-0.043373006421946546,1.5400937394223462,1.0695854969323184,0
1087,0,1,2,4,0,3,4,4,2,1,6,1,1,-0.006860374925084314,1.2317436061336176,0.4663376156203166,-1.6251133350098814,-0.5561449614580697,1.8053895748469153,0
1088,0,0,0,6,0,3,4,2,1,1,5,1,0,-0.8472563032479026,1.7057139985695027,-0.6522647987171346,0.4186943340781706,2.0641534146424503,-0.8925587108399401,0
1089,0,0,0,5,1,4,3,3,4,1,3,1,0,0.5183870802766771,0.5301735698052527,2.5173357108596757,1.2320890608504866,-0.8181747990681216,1.4374875358896169,0
1090,0,1,2,4,0,1,1,3,2,2,2,2,1,0.6234365713170295,-0.4271527673919808,-0.6516810785496251,-1.4555166292905508,2.0641534146424503,-0.15675463292534317,0
1091,0,2,0,2,0,1,2,3,1,0,2,0,0,-1.7927017226110733,1.114424202065329,-0.865711806636457,-1.4599797004936912,1.2780639018122941,0.08851339304618913,0
1092,0,1,2,7,0,1,1,2,5,0,2,0,0,1.6739314817205524,-1.4149821496469694,0.8029495788841522,-0.7016760088851379,-1.0802046366781737,0.824317470960786,0
1093,1,1,2,4,1,4,3,3,3,3,2,3,0,-0.32200884804614116,-1.4971057324947712,-0.06640432392672485,-1.265975574132187,1.5400937394223462,-0.4020226588968755,0
1094,1,1,2,6,0,4,1,1,1,0,3,0,0,-0.9523057942882549,-0.800228472329138,-0.8960652553469531,0.915489947377723,1.5400937394223462,-0.15675463292534317,0
1095,1,1,2,5,1,3,4,3,3,0,3,0,0,-0.1119098659654366,-0.22536339239452474,2.4319179930141126,-0.18103085884380457,0.22994455137208628,-0.5246566718826416,0
1096,1,0,2,8,0,3,2,2,1,7,3,1,0,-1.1624047763689596,1.3912979956664897,-0.870770714754873,0.5177187263978456,1.0160340642022423,-1.0151927238257064,0
1097,0,0,0,3,0,2,4,3,5,3,2,0,0,1.3587830085994954,-1.2202319388936105,2.421216456609771,1.4571952146588745,-0.8181747990681216,-0.8925587108399401,0
1098,1,2,0,2,0,1,4,2,1,1,2,1,0,-1.1624047763689596,1.2387827703777148,-0.3467845777204746,0.152165300665637,-0.5561449614580697,-1.0151927238257064,0
1099,0,2,2,1,0,3,4,3,1,1,2,1,1,-1.372503758449664,-0.8495026220378191,-0.9487946438119816,1.3730942166747,-0.8181747990681216,-0.034120619939577025,0
1100,0,1,2,6,0,4,2,3,1,1,2,1,1,-0.9523057942882549,-0.4951980217515881,-1.0993944470294434,0.13501037072856653,-1.0802046366781737,-0.6472906848684078,0
1101,1,2,2,6,1,3,1,3,1,1,6,1,1,-1.2674542674093117,0.30492031399413894,-0.8871148794451401,1.7284662612247448,-1.0802046366781737,0.08851339304618913,1
1102,0,1,2,5,1,4,2,3,5,2,2,2,2,0.41333758923632485,0.8211256918946079,2.5439922651759446,-1.1672301237627083,-0.5561449614580697,-0.769924697854174,0
1103,1,2,2,5,0,2,3,2,4,5,2,5,1,1.4638324996398477,-1.5346479417966234,2.2566073693720803,1.4665397699904494,0.22994455137208628,-1.0151927238257064,0
1104,1,0,2,7,1,3,4,4,2,5,0,2,0,0.09818911611526797,1.459343250026097,-0.4384286440194726,0.08549817456872905,-0.2941151238480177,-0.8925587108399401,0
1105,1,2,2,6,0,4,3,2,1,2,6,2,0,-0.2169593570057889,-0.476426917100662,-0.8219327940732414,0.11185818886227633,0.7540042265921902,-1.0151927238257064,0
1106,0,2,0,7,1,4,4,2,2,1,2,1,0,-0.5321078301268457,0.5536374506189103,-0.45010304736966344,0.5708571679102346,1.0160340642022423,-0.4020226588968755,0
1107,0,1,2,6,0,2,3,3,1,1,3,0,0,-0.5321078301268457,-0.2441344970454509,-0.6680252432398922,0.7631876425705609,-0.5561449614580697,-0.6472906848684078,1
1108,0,1,2,8,0,2,3,2,1,3,2,0,0,0.3082880981959725,1.7174459389763315,-0.8275754223591669,-1.7315296890097576,-0.2941151238480177,2.1732916138042135,1
1109,1,2,2,2,0,3,1,3,1,1,5,1,1,-1.5826027405303686,-0.6406740827962657,-0.8880877463909894,0.4990296157346956,0.7540042265921902,-0.27938864591110935,1
1110,1,2,2,4,0,4,2,3,3,0,2,0,0,2.199178936922314,1.5320812805484358,1.6911771004445044,-1.0652768409659725,0.7540042265921902,-1.0151927238257064,0
1111,0,0,2,7,0,4,4,3,2,1,3,1,0,-0.006860374925084314,1.7174459389763315,-0.5269595360917531,-0.400418702673169,-0.0320852862379657,0.5790494449892537,0
1112,1,0,0,7,1,2,4,3,3,2,3,2,2,1.7789809727609045,-1.2976627455786809,1.8450846512778536,-1.4970789798697948,-1.0802046366781737,-0.15675463292534317,0
1113,0,2,1,2,0,4,4,1,2,4,2,0,0,0.41333758923632485,-0.7486079345390911,-0.35865355445983527,-0.5008378047438252,1.8021235770323982,-1.0151927238257064,0
1114,0,1,2,6,0,4,1,3,1,1,6,1,0,-1.0573552853286072,0.699113511663588,-0.8485893483895104,-1.053142866132435,-0.2941151238480177,-0.4020226588968755,0
1115,1,2,0,5,0,3,2,4,5,4,0,0,0,0.6234365713170295,-1.0395600566284464,2.450207891596078,1.7234453061212118,1.2780639018122941,-0.769924697854174,0
1116,0,1,2,0,1,3,2,1,3,3,2,3,1,1.3587830085994954,1.3537557863646374,0.3957074753516621,1.4048935989970743,1.0160340642022423,1.3148535229038507,0
1117,0,1,0,7,0,3,2,2,2,1,2,1,0,-0.8472563032479026,1.5273885043857043,-0.2907474416395586,0.29833088256848117,-0.2941151238480177,0.7016834579750199,0
1118,0,2,2,0,0,4,4,3,2,1,2,1,1,0.09818911611526797,0.9783336933461144,-0.3983465258504841,1.408659315324724,-0.0320852862379657,-0.769924697854174,0
1119,1,1,2,2,1,1,4,3,2,8,2,2,0,0.09818911611526797,0.750734049453635,-0.6154904281640335,-0.04183882569586707,-1.0802046366781737,1.6827555618611492,0
1120,0,0,0,4,1,3,1,3,2,7,6,6,3,1.4638324996398477,0.3823511206792093,-0.24424440162796515,1.6866249686953045,0.49197438898213824,-1.0151927238257064,0
1121,0,0,2,1,0,4,3,3,1,9,2,0,0,-0.1119098659654366,1.7174459389763315,-0.7734840201699494,-0.758161753799882,1.2780639018122941,1.3148535229038507,0
1122,1,2,1,7,1,3,4,2,4,4,2,2,2,2.0941294458819613,-1.499452120576137,1.2724551669509934,-1.0930315650105011,-1.0802046366781737,0.824317470960786,1
1123,0,1,0,6,0,4,2,2,1,1,2,1,0,-1.5826027405303686,1.327945517469614,-0.8822505447158939,-0.3234307244189991,-1.0802046366781737,1.560121548875383,0
1124,0,2,2,8,0,4,2,3,1,1,2,1,1,-0.1119098659654366,-1.2812380290091205,-1.0406332835001495,-1.7117248105458225,1.0160340642022423,0.7016834579750199,0
1125,1,1,1,6,1,2,3,3,1,4,2,0,0,-0.32200884804614116,1.438225757293805,-0.8627932057989093,0.0914954264979488,-0.8181747990681216,-0.27938864591110935,0
1126,1,2,2,5,0,3,2,3,4,2,3,0,0,1.3587830085994954,0.6076043764903231,1.9289457820100577,-1.7315296890097576,-0.5561449614580697,-1.0151927238257064,0
1127,1,1,2,8,0,1,3,3,1,1,3,0,0,-0.7422068122075504,1.4992318474093151,-0.8441141604386039,0.1778279600836936,-0.5561449614580697,-0.8925587108399401,0
1128,1,2,2,7,0,3,4,2,2,0,3,0,0,-1.1624047763689596,0.9994511860784064,-0.006670293451581782,-0.4538360861357542,-1.0802046366781737,-0.6472906848684078,0
1129,1,2,0,7,0,3,1,3,3,2,2,2,2,0.833535553397734,-0.24882727320818243,0.6990473890674538,-0.004042191444272823,-0.8181747990681216,-0.27938864591110935,0
1130,1,2,2,7,0,3,4,3,2,1,2,0,0,-0.9523057942882549,0.9384450959628964,0.2991990743234179,0.06890112853205113,-0.5561449614580697,1.6827555618611492,0
1131,1,2,2,4,1,2,3,2,4,2,3,1,1,1.7789809727609045,-0.2746375421032059,1.9437333595869661,-0.0403046449697876,1.8021235770323982,-0.8925587108399401,1
1132,0,2,2,2,0,2,3,3,2,4,4,2,1,0.3082880981959725,-0.20424589966223283,-0.19307160027629536,-1.657889014157943,-1.0802046366781737,-0.8925587108399401,0
1133,0,1,2,6,1,3,1,3,1,0,4,0,0,-1.1624047763689596,-0.10100482408213901,-0.5405796733336423,-0.08828266040354561,1.2780639018122941,-0.8925587108399401,1
1134,0,2,0,8,0,4,4,1,1,1,3,1,0,-1.1624047763689596,-0.7626862630272857,-0.8371095184284895,-0.6302668696348934,-0.8181747990681216,-1.0151927238257064,1
1135,0,0,2,6,1,3,4,2,1,0,2,0,0,-0.7422068122075504,1.3420238459578087,-0.7697871257757223,0.0023734734102413297,0.49197438898213824,-0.5246566718826416,1
1136,0,1,2,2,0,3,1,3,1,1,2,1,0,0.9385850444380863,0.3565408517841858,-0.7705654193324017,1.6574755348997947,0.22994455137208628,-1.0151927238257064,0
1137,1,2,2,8,0,1,3,3,1,0,6,0,0,-0.9523057942882549,-0.8072676365732353,-0.6505136382146061,-0.3708508559523646,-0.8181747990681216,-1.0151927238257064,0
1138,0,1,2,0,0,4,3,3,2,7,2,7,0,0.6234365713170295,-0.3262580798932528,-0.43064570845267874,0.44937794859976005,0.7540042265921902,1.560121548875383,0
1139,0,2,2,4,0,4,4,3,3,2,2,1,1,-0.4270583390864935,-0.4294991554733466,-0.3685767973074975,-1.0295722713408504,-1.0802046366781737,1.0695854969323184,1
1140,0,2,2,6,0,1,3,1,1,1,3,0,0,-1.4775532494900163,1.2012405610758625,-0.8511188024487184,0.21897189773764306,0.7540042265921902,-0.769924697854174,1
1141,1,1,2,3,1,4,2,3,4,4,5,3,1,1.7789809727609045,-1.4454851947047243,1.9192171125515654,1.4885761840559546,-1.0802046366781737,2.418559639775746,0
1142,0,2,2,8,0,3,1,2,1,1,3,0,0,-1.2674542674093117,-0.6524060232030946,-0.9065722183621249,-1.0053043216737751,2.3261832522525023,-0.8925587108399401,0
1143,0,1,2,2,0,3,2,3,1,1,2,1,1,-0.2169593570057889,0.6357610334667123,-0.7581127224255315,0.5320842368329534,-0.2941151238480177,2.0506576008184476,1
1144,0,2,2,6,0,3,4,2,1,1,4,1,0,-1.372503758449664,1.611858475314872,0.5838599426789043,-0.7814534066412704,-0.5561449614580697,-0.769924697854174,0
1145,1,1,2,8,1,1,2,3,1,6,3,2,0,-0.8472563032479026,1.571969877931654,0.2960859000967004,-1.0817344160275524,0.22994455137208628,-0.769924697854174,0
1146,0,2,0,8,0,3,4,2,1,0,5,0,0,-2.002800704691778,0.3002275378314074,-0.9530752583737183,-1.0330590457183038,0.49197438898213824,-0.6472906848684078,1
1147,0,0,2,4,0,4,3,3,2,0,2,0,0,-0.2169593570057889,-0.6570987993658262,-0.3588481278490051,0.1790831988595768,0.49197438898213824,-0.27938864591110935,0
1148,0,1,0,7,1,4,1,3,3,1,2,1,1,-0.8472563032479026,1.4663824142701942,0.20813872819192947,0.19177505759350696,-0.8181747990681216,-0.5246566718826416,1
1149,0,2,2,6,0,5,2,2,1,6,3,2,2,-1.1624047763689596,-0.5257010668093431,-0.8812776777700447,-0.7193888227226009,-0.5561449614580697,-1.0151927238257064,0
1150,0,2,0,3,0,3,3,4,5,8,2,8,8,1.3587830085994954,-0.7181048894813361,1.2849078638578637,-1.5983349077910398,-1.0802046366781737,-1.0151927238257064,0
1151,1,2,0,6,0,1,4,3,1,0,2,0,0,-0.5321078301268457,-1.5346479417966234,-0.5979788231387473,1.485786764553992,-0.0320852862379657,-0.15675463292534317,0
1152,0,2,2,2,0,3,3,1,1,1,2,0,0,-0.7422068122075504,-1.0325208923843492,-0.992962803153537,-1.462908590970752,-0.8181747990681216,-0.8925587108399401,0
1153,0,1,2,2,0,4,3,2,2,1,2,1,1,-0.006860374925084314,0.03273929655570979,-0.4436821255270585,-0.3083678591084007,-0.2941151238480177,-0.8925587108399401,0
1154,0,2,2,4,1,4,4,2,3,7,6,7,7,0.3082880981959725,-1.539340717959355,-0.25416764447562734,-0.949934344559816,-0.5561449614580697,-0.8925587108399401,0
1155,1,0,2,2,0,3,3,2,1,1,6,1,1,0.9385850444380863,-1.4548707470301874,-0.8184304730681841,1.622468320150163,0.7540042265921902,-0.8925587108399401,0
1156,1,1,2,2,1,3,3,4,2,3,2,3,0,1.6739314817205524,-0.7744182034341146,-0.45088134092634286,-0.012410449950160848,-1.0802046366781737,-0.4020226588968755,0
1157,1,2,0,6,1,3,1,1,1,1,0,1,1,-1.1624047763689596,-0.3684930653578366,-0.7328181818334514,1.7258163126978803,-0.5561449614580697,-0.27938864591110935,1
1158,1,0,2,0,0,2,4,3,3,4,2,4,1,1.1486840265187908,-1.529955165633892,0.6681102201894481,0.19498289002076405,-1.0802046366781737,-0.034120619939577025,0
1159,0,0,0,7,0,4,2,3,2,1,3,1,0,-0.5321078301268457,-0.3403364083814474,0.5926157451915475,0.20293273560135766,-0.8181747990681216,-0.15675463292534317,0
1160,1,0,0,0,0,2,3,2,2,4,3,0,0,-0.637157321167198,-0.7744182034341146,-0.4388177907978123,-0.4873091201593063,-0.5561449614580697,-0.6472906848684078,0
1161,1,2,1,7,0,3,1,3,3,3,2,2,0,1.253733517559143,0.6146435407344204,2.43522574063,1.1118650803158954,-0.0320852862379657,-1.0151927238257064,0
1162,1,0,2,2,0,2,2,2,2,8,2,3,1,1.7789809727609045,1.4429185334565366,-0.33705590826198223,1.2938747028189599,-0.5561449614580697,-0.034120619939577025,0
1163,0,0,2,2,0,3,3,3,1,1,2,1,0,-0.4270583390864935,1.3115208009000536,-1.0993944470294434,-1.161651284758783,0.7540042265921902,-1.0151927238257064,0
1164,0,2,0,4,0,1,4,1,2,6,2,4,0,-1.687652231570721,-1.0395600566284464,-0.47208984034585616,0.783131992009594,-0.2941151238480177,-1.0151927238257064,1
1165,0,1,0,6,0,2,1,3,2,1,3,1,0,0.09818911611526797,1.5883945945012143,-0.44718444653211575,-0.3069731493574193,-0.5561449614580697,1.9280235878326815,0
1166,0,2,2,6,0,4,4,2,2,1,6,1,1,0.833535553397734,0.9478306482883595,-0.3847263886085948,0.33166444561693514,-0.5561449614580697,-1.0151927238257064,1
1167,1,2,1,4,0,3,4,3,2,0,3,0,0,-0.1119098659654366,1.569623489850288,0.29297272586998285,1.2456177454350057,2.588213089862554,-1.0151927238257064,0
1168,0,1,2,7,0,4,4,3,2,4,2,2,0,1.3587830085994954,-0.5843607688434873,-0.0224307379743394,1.2153525438387107,-0.8181747990681216,-0.8925587108399401,0
1169,1,1,1,7,0,2,2,3,2,6,4,6,0,0.6234365713170295,-0.415420826985152,0.2816874692981317,0.14003132583209935,-1.0802046366781737,-1.0151927238257064,0
1170,1,2,0,2,0,5,3,3,3,1,2,1,1,-0.7422068122075504,-0.7040265609931415,-0.866879246971476,-0.009760501423296307,-1.0802046366781737,1.0695854969323184,0
1171,0,2,2,4,0,4,3,4,3,0,3,0,0,-0.2169593570057889,1.4569968619447313,0.1417892024850116,0.3115806252028039,-0.5561449614580697,-1.0151927238257064,0
1172,1,0,2,0,0,1,1,1,2,1,2,1,1,0.5183870802766771,0.7319629448027087,-0.5730734293250068,0.8223233360121697,-0.2941151238480177,-0.5246566718826416,0
1173,0,2,2,2,1,2,2,2,1,1,2,1,0,-0.9523057942882549,1.65174707269809,-0.8513133758378882,-0.26080825659993706,0.22994455137208628,1.4374875358896169,0
1174,0,1,2,5,1,4,3,3,5,9,2,9,9,1.8840304638012568,-0.37787861768329967,2.480172193528235,-1.7298560373085798,2.588213089862554,-1.0151927238257064,0
1175,0,1,2,2,0,2,3,1,1,1,5,1,0,-1.5826027405303686,1.1285025305535237,-0.5082804907314478,-1.3684867408293153,-1.0802046366781737,-0.6472906848684078,1
1176,1,1,0,7,0,3,1,3,3,5,3,5,1,0.41333758923632485,-1.2319638793004395,0.356403650739353,1.137388268758854,-1.0802046366781737,-0.8925587108399401,0
1177,1,0,2,5,0,3,4,3,4,2,2,2,1,0.3082880981959725,1.569623489850288,0.7996418312682648,0.7385012799781913,-0.5561449614580697,0.4564154320034876,0
1178,1,1,0,7,0,4,2,3,2,7,2,4,0,1.3587830085994954,-1.1991144461613186,-0.23860177334203958,-0.03486527694096039,-0.8181747990681216,-0.034120619939577025,1
1179,0,2,2,7,1,1,4,1,4,7,0,6,4,1.9890799548416092,-1.2929699694159493,1.5273463067634931,0.6629080114750028,1.2780639018122941,-0.6472906848684078,0
1180,1,1,2,8,0,1,3,3,1,1,3,0,0,-0.5321078301268457,-1.4712954635997477,-0.922916383052392,1.7157744024908146,1.0160340642022423,-0.8925587108399401,0
1181,1,1,2,2,1,4,1,2,1,1,2,1,1,0.20323860715562025,-1.1099516990694194,-0.9015133102437088,0.8295758267172726,-0.8181747990681216,-0.15675463292534317,1
1182,0,1,2,2,1,4,1,3,1,9,2,9,5,-0.006860374925084314,0.22983589539043434,-0.18237006387195376,-0.6884262662508152,1.2780639018122941,0.824317470960786,0
1183,1,1,2,4,0,2,4,3,3,0,2,0,0,-0.2169593570057889,-0.15731813803491745,0.10598769887775972,0.08633500041931785,-1.0802046366781737,-0.27938864591110935,0
1184,1,1,2,4,0,3,2,3,3,1,2,0,0,0.6234365713170295,-1.539340717959355,0.048199402294315116,-1.311722053964375,-1.0802046366781737,2.29592562678998,0
1185,0,2,0,6,1,5,3,1,2,1,2,1,1,-0.7422068122075504,-1.1474939083712716,-0.4045728743039192,0.1894040510168387,-0.2941151238480177,-1.0151927238257064,0
1186,1,2,2,7,0,2,1,3,2,1,5,1,0,-0.006860374925084314,-1.3539760595314594,-0.355151233454778,-1.304469563259272,0.7540042265921902,-0.8925587108399401,0
1187,0,2,1,8,1,4,4,2,1,0,2,0,0,-0.637157321167198,-0.21832422815042743,-0.808312656831352,1.2686304563261976,-0.2941151238480177,0.4564154320034876,1
1188,1,1,1,4,1,4,2,3,2,1,3,1,0,-0.2169593570057889,-0.9410117572110841,-0.5147014125740527,-0.37308239155393474,0.7540042265921902,-0.6472906848684078,0
1189,1,1,2,6,0,2,3,3,1,1,2,1,1,-0.9523057942882549,0.41520055381833004,-0.8001405744862184,1.0806235818939134,-1.0802046366781737,-0.034120619939577025,0
1190,0,1,2,6,0,4,3,1,1,1,2,1,0,-1.5826027405303686,0.8633606773591919,-0.6612151746189476,-1.4729505011778175,-1.0802046366781737,-0.8925587108399401,0
1191,0,0,2,2,0,3,3,3,1,1,2,0,0,-1.7927017226110733,-0.9785539665129364,-0.4944657801003886,-0.09204837673119523,1.5400937394223462,1.1922195099180846,0
1192,0,0,2,6,0,3,1,3,1,4,4,2,1,-0.637157321167198,-0.15027897379082014,-0.8515079492270581,-1.0539796919830238,-0.2941151238480177,-0.034120619939577025,0
1193,0,1,2,6,0,4,2,4,1,1,5,0,0,0.09818911611526797,-1.2108463865681476,-0.9034590441354073,-1.3810391285881474,0.49197438898213824,-0.5246566718826416,1
1194,1,0,2,7,1,4,3,1,2,3,1,3,1,-0.1119098659654366,0.7390021090468061,-0.33588846792696314,-0.3532775130899998,-0.8181747990681216,-0.034120619939577025,1
1195,0,2,2,7,1,1,4,3,2,8,5,2,1,-0.7422068122075504,-1.257774148195463,0.18770852232909552,0.8154892582323612,-0.5561449614580697,-1.0151927238257064,0
1196,0,1,2,2,0,3,4,2,1,0,3,0,0,0.7284860623573817,-1.2929699694159493,-0.9122148466480504,-0.16973370986085573,-1.0802046366781737,-0.8925587108399401,0
1197,1,1,2,7,0,4,3,1,2,4,2,3,1,1.6739314817205524,-1.0888342063371275,-0.37013338442085625,0.9606785433095184,-0.2941151238480177,1.1922195099180846,0
1198,1,1,2,5,0,3,4,3,4,3,2,0,0,0.3082880981959725,-0.6782162920981181,1.6460360741570998,-1.5952665463388809,-0.8181747990681216,1.8053895748469153,0
1199,0,1,2,2,0,2,1,3,2,1,2,1,0,0.833535553397734,1.6235904157217007,-0.7509135070262472,0.20084067097488567,-1.0802046366781737,-0.034120619939577025,0
1200,1,2,2,6,0,1,2,2,1,0,2,0,0,-1.687652231570721,-1.4806810159252108,-0.840222692655207,-0.351464390413724,-0.2941151238480177,-0.769924697854174,1
1201,0,0,2,5,0,4,4,2,3,2,2,2,2,0.833535553397734,-1.3610152237755566,1.9493759878728916,1.1976397300012476,0.22994455137208628,-0.27938864591110935,0
1202,1,1,2,5,1,4,1,4,5,1,2,1,1,1.4638324996398477,-1.539340717959355,2.462855161892118,-1.62971587718812,-0.8181747990681216,1.3148535229038507,1
1203,1,1,2,7,1,2,4,3,2,1,2,1,1,0.41333758923632485,-0.8800056670955742,-0.49641151399208705,-0.4608096348906609,-0.0320852862379657,1.3148535229038507,0
1204,0,1,2,6,0,2,1,1,1,1,2,1,1,-0.32200884804614116,0.19698646225131358,-0.905015631248766,0.2675077970717936,-0.5561449614580697,1.4374875358896169,0
1205,1,2,2,6,0,3,2,3,1,1,2,1,1,-1.8977512136514254,-0.1690500784417463,-0.7847692767418005,-0.18967805929988885,1.0160340642022423,-0.769924697854174,0
1206,1,2,2,0,0,2,3,3,2,1,3,1,1,1.1486840265187908,-0.9832467426756679,-0.4131341034273925,-0.32705696977155063,-0.5561449614580697,-0.5246566718826416,0
1207,1,1,2,5,1,3,4,2,5,6,3,6,0,1.3587830085994954,0.10782371515941439,0.6507931885533318,0.38006087397598753,-0.0320852862379657,-0.034120619939577025,0
1208,1,0,2,7,0,3,2,3,2,1,3,1,1,-0.8472563032479026,0.07262789393892785,-0.37383027881508335,-1.0435193688506637,-1.0802046366781737,-0.6472906848684078,0
1209,1,0,0,6,1,4,4,2,2,0,2,0,0,0.09818911611526797,-1.529955165633892,-0.46780922578411954,-1.3344558229053707,-0.8181747990681216,-0.769924697854174,1
1210,0,1,0,1,0,4,3,3,2,1,6,1,1,-1.1624047763689596,-0.6570987993658262,-0.385699255554444,-0.148115708720645,1.2780639018122941,-0.8925587108399401,1
1211,1,1,2,6,0,1,3,3,1,1,3,0,0,-0.8472563032479026,0.30492031399413894,-0.6209384830607892,1.094710150378825,-0.2941151238480177,-0.769924697854174,0
1212,0,1,2,7,1,3,1,2,2,8,5,0,0,2.199178936922314,0.5724085552698366,1.831853660814304,1.2633305592724686,0.7540042265921902,1.560121548875383,1
1213,1,2,2,3,0,4,2,3,2,1,3,1,0,-0.1119098659654366,0.16413702911219283,-0.1362561706387,0.8775538421510306,0.22994455137208628,0.08851339304618913,1
1214,0,2,2,6,0,4,3,2,1,1,2,1,0,-0.7422068122075504,-0.6359813066335342,-0.8242676747432796,0.0721089609593082,-0.5561449614580697,-1.0151927238257064,0
1215,1,2,2,4,0,4,1,3,3,3,2,3,3,1.8840304638012568,1.4218010407242447,0.33928119249240646,1.4698870733928047,-0.8181747990681216,-0.8925587108399401,0
1216,0,1,1,2,0,4,1,3,1,4,1,2,1,-0.7422068122075504,0.48324580817793733,-0.8437250136602642,0.12064486029345875,-0.2941151238480177,-0.034120619939577025,0
1217,1,1,2,0,0,1,2,3,4,2,6,2,2,0.833535553397734,0.22279673114633702,2.4459272770343414,-0.16541010963281358,-0.8181747990681216,-1.0151927238257064,0
1218,0,1,2,6,0,3,3,3,1,1,3,1,0,-1.1624047763689596,-1.4619099112742846,-1.0674844112055883,-1.1608144589081941,-0.0320852862379657,-0.15675463292534317,0
1219,0,1,2,3,0,1,2,1,5,4,2,4,4,1.5688819906802,-0.22536339239452474,1.2456040392455545,-0.929013698295096,-1.0802046366781737,-0.8925587108399401,0
1220,1,1,2,6,1,2,3,2,1,4,4,2,2,-1.2674542674093117,0.973640917183383,-0.8690195542523443,-0.5782441959232895,-0.5561449614580697,-0.5246566718826416,0
1221,1,2,1,4,0,3,3,3,2,4,3,2,2,0.20323860715562025,0.6733032427685646,-0.050254732625627546,-0.8249683508718881,1.8021235770323982,-0.769924697854174,0
1222,1,1,2,6,0,3,3,3,1,1,2,0,0,-1.2674542674093117,0.43397165846925617,-0.8505350822812089,0.07531679338656529,-0.8181747990681216,2.0506576008184476,0
1223,1,2,2,4,0,4,1,3,2,9,3,4,1,2.199178936922314,1.1003458735771345,-0.22906767727271707,1.4340430327925844,1.2780639018122941,-0.769924697854174,0
1224,1,1,0,7,1,3,1,2,3,1,3,1,1,-0.006860374925084314,0.5419055102120816,-0.38355894827357573,-0.7994451624289296,-1.0802046366781737,-0.6472906848684078,1
1225,1,1,0,2,0,1,3,3,1,1,3,1,1,-0.9523057942882549,0.0773206701016594,-0.7265918333800162,0.24826080250825114,1.0160340642022423,1.3148535229038507,0
1226,1,2,2,0,0,2,1,3,2,1,3,1,0,0.41333758923632485,-1.3938646569146773,-0.07788415388774583,0.3571876340598936,-0.2941151238480177,-0.8925587108399401,0
1227,1,1,2,7,0,2,2,3,2,9,2,7,7,-2.002800704691778,1.1543127994485471,-0.46216659749819394,-0.5273372900124706,-0.8181747990681216,-0.8925587108399401,0
1228,0,1,2,6,0,4,4,3,1,8,5,0,0,2.199178936922314,0.8047009753250476,-0.921748942717373,0.08396399384264958,-0.0320852862379657,-1.0151927238257064,0
1229,1,2,0,5,0,3,3,3,2,6,2,6,0,0.833535553397734,-0.1244687048957967,-0.3905635902836902,1.205171162656547,-0.5561449614580697,-0.4020226588968755,0
1230,1,0,0,8,0,4,4,3,1,4,3,2,2,1.7789809727609045,1.3162135770627852,-0.7262026866016765,-0.49623526256558687,-0.8181747990681216,-1.0151927238257064,0
1231,1,2,2,0,0,3,3,2,2,7,2,7,0,0.3082880981959725,1.1238097543907921,-0.34328225671541734,0.19330923831958643,-0.2941151238480177,-0.8925587108399401,0
1232,0,1,1,2,0,1,3,2,1,6,2,6,3,-0.7422068122075504,-1.1991144461613186,-0.5826075253943294,0.09805056232756108,-0.5561449614580697,-0.8925587108399401,0
1233,0,2,2,3,0,2,4,2,3,3,2,0,0,0.3082880981959725,0.16648341719355858,1.9849829180909737,1.151195895293569,0.7540042265921902,-0.769924697854174,0
1234,0,0,2,8,1,4,2,3,1,8,2,2,2,0.41333758923632485,0.0773206701016594,-0.7812669557367433,-1.7009855454632663,-0.5561449614580697,-0.15675463292534317,0
1235,0,1,0,6,0,2,4,2,2,0,2,0,0,-0.32200884804614116,1.1988941729944966,-0.24949788313555102,-0.7783850451891114,0.22994455137208628,-0.15675463292534317,0
1236,0,2,2,7,1,4,3,3,5,7,2,2,2,0.41333758923632485,1.2622466511913724,1.9124070439306207,0.4426833417950496,-1.0802046366781737,-0.6472906848684078,0
1237,0,1,2,3,0,4,1,3,4,4,0,4,4,0.3082880981959725,-0.9691684141874733,1.9478194007595329,1.6458994439666494,1.5400937394223462,-0.5246566718826416,0
1238,1,1,2,5,0,1,4,2,4,1,2,1,1,-0.1119098659654366,-0.29810142291686353,2.131107533357529,1.559985323306199,-0.5561449614580697,-0.8925587108399401,0
1239,0,1,2,6,0,3,4,1,1,1,2,1,0,-1.7927017226110733,-0.6735235159353865,-0.7244515260991479,-1.057326995385379,0.49197438898213824,-0.769924697854174,0
1240,1,2,2,7,1,4,4,2,2,7,2,2,2,-0.006860374925084314,-0.8800056670955742,-0.29989239093054143,1.1376672107090502,-0.2941151238480177,-1.0151927238257064,0
