,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
706,1,0,2,1,1,4,0,38,0,4,1,2,2,1338,45,5383,2664,1,16,3,3,3,1,1,1,1,7
707,1,1,2,2,2,7,1,44,0,3,3,2,3,1204,59,11920,9261,0,22,4,2,3,0,0,0,0,3
708,1,1,2,2,5,0,0,28,0,2,2,3,2,1281,30,4339,12262,1,12,3,6,2,1,1,1,1,24
709,1,1,0,1,3,2,0,26,0,3,1,1,1,989,30,2839,21285,0,14,3,6,2,0,0,0,0,2
710,1,2,2,1,3,5,0,42,0,2,2,3,3,136,53,17581,16611,4,16,3,2,3,1,0,0,0,10
711,0,2,2,1,5,2,1,30,0,1,4,1,1,503,85,3502,17932,8,17,3,3,4,2,2,2,2,2
712,0,1,1,1,3,4,0,35,0,4,1,2,3,1490,81,16223,10084,3,18,3,3,3,1,0,0,0,3
713,1,2,2,1,4,2,0,33,1,2,4,3,1,387,83,1102,20949,1,13,3,4,3,1,1,1,1,26
714,1,0,2,1,1,0,0,55,0,5,3,2,2,869,39,6196,15871,4,12,3,4,3,4,2,2,3,29
715,0,2,2,1,3,5,0,55,0,3,1,3,4,978,96,19767,15254,9,13,3,2,3,9,9,9,9,2
716,0,0,2,2,2,7,0,43,0,4,4,4,2,579,47,5359,21867,3,11,3,1,3,3,2,2,2,15
717,0,1,1,1,4,0,1,30,0,4,4,2,2,1383,88,6455,13053,7,11,3,2,3,2,2,0,2,2
718,0,0,2,1,1,2,0,29,0,1,2,3,1,567,54,2964,20114,1,15,3,3,3,1,1,0,1,5
719,1,2,2,1,3,0,1,37,0,3,1,2,3,1072,74,13395,24259,8,13,3,6,3,2,2,2,2,1
720,1,0,0,1,3,4,0,31,0,3,3,3,3,1470,53,13872,9368,4,13,3,2,4,4,4,0,2,9
721,1,1,2,1,4,0,0,35,0,4,4,3,2,659,33,5496,3177,4,15,3,2,3,4,3,0,4,7
722,0,1,2,1,4,2,1,56,0,3,3,3,2,1296,32,3006,23683,1,11,3,2,2,1,1,0,1,1
723,0,1,0,2,1,7,0,24,0,3,4,3,2,1152,77,8208,14155,2,14,3,2,3,2,2,2,2,1
724,0,1,2,1,1,2,1,33,0,4,3,4,2,1210,57,5626,19698,6,22,4,0,3,4,4,1,3,2
725,0,0,2,2,2,7,0,48,0,3,4,3,2,549,72,4047,3148,7,12,3,2,3,0,0,0,0,27
726,0,1,0,1,3,2,0,52,1,2,4,3,2,265,77,5347,24474,3,21,4,5,3,3,3,0,3,2
727,1,1,2,1,1,4,0,51,0,4,2,2,2,1142,61,4949,26643,2,14,3,4,4,2,2,0,2,12
728,0,2,2,0,1,6,0,54,1,3,1,3,1,710,62,2288,2125,9,11,3,0,4,1,1,0,0,22
729,0,2,2,1,1,0,0,41,0,4,4,3,3,1471,87,17734,15322,2,17,3,3,2,0,0,0,0,8
730,0,0,2,1,3,0,0,41,0,3,2,3,3,486,82,13481,14735,5,13,3,2,2,5,4,1,2,20
731,0,0,0,1,5,3,1,54,0,4,4,4,4,802,78,19002,7338,2,13,3,2,2,2,2,2,2,2
732,1,2,0,1,1,0,0,37,1,3,3,2,2,1490,81,4912,22633,4,11,3,2,3,4,4,0,4,9
733,1,1,2,2,2,7,1,46,0,2,3,4,2,824,69,6375,24002,1,19,3,3,4,1,1,0,1,2
734,1,1,2,0,2,3,0,51,0,3,3,3,4,916,62,17196,19721,6,12,3,6,3,5,4,4,3,2
735,1,1,1,1,1,3,0,50,0,2,3,3,5,1127,85,19306,25092,3,13,3,2,3,3,3,3,3,29
736,0,1,0,1,1,2,0,32,0,1,3,4,2,704,85,4676,24896,2,11,3,2,2,2,2,1,2,18
737,1,2,0,2,1,8,0,23,0,1,2,3,1,599,97,2036,25232,1,14,3,3,3,1,0,0,0,6
738,1,1,0,2,3,7,1,39,1,1,3,1,3,738,32,10546,4332,4,11,3,2,1,4,4,4,4,8
739,1,1,2,1,3,2,0,26,0,4,1,2,1,1197,90,2864,16654,1,12,3,2,2,1,1,1,1,2
740,0,1,2,1,4,6,0,32,0,4,1,2,1,193,87,2781,7704,4,19,3,2,2,4,3,1,2,27
741,1,1,2,1,5,4,0,42,0,4,4,3,2,340,35,5730,14648,2,17,3,5,3,2,2,1,2,2
742,0,0,1,1,3,0,1,32,0,4,1,2,2,1383,42,5343,19824,2,11,3,3,3,2,2,2,2,12
743,1,0,0,0,1,3,1,40,0,4,2,3,5,536,89,17628,8045,1,22,4,2,3,1,1,1,1,2
744,1,1,2,1,1,6,0,27,0,4,1,2,1,928,62,8492,20927,1,12,3,4,1,1,1,1,1,2
745,1,0,1,1,1,4,0,31,1,4,1,3,2,117,75,5800,12483,1,12,3,0,2,1,1,0,1,1
746,1,1,2,2,2,7,0,41,0,4,1,2,4,696,63,10929,19934,2,13,3,3,2,2,2,2,2,20
747,0,2,2,2,3,8,1,30,1,3,3,1,1,281,66,2524,3044,1,13,3,1,4,1,0,0,0,1
748,1,0,2,1,1,2,0,18,1,5,3,3,1,270,41,4756,15689,1,17,3,1,4,1,1,0,1,10
749,0,2,1,1,3,2,1,20,1,3,2,2,1,568,80,2547,9452,1,20,4,2,4,1,0,0,0,28
750,0,2,2,2,1,7,0,46,0,3,2,4,2,437,87,8837,7962,1,13,3,3,4,1,1,1,1,1
751,1,0,0,2,3,3,0,53,0,2,3,2,4,143,67,10430,17472,2,13,3,3,1,2,2,0,2,6
752,1,0,2,2,4,3,0,45,0,5,3,2,4,1152,62,16183,20258,3,11,3,5,3,3,0,0,3,2
753,1,1,2,1,1,6,0,49,0,4,3,3,2,400,41,7503,15520,4,13,3,3,3,4,4,1,1,7
754,0,1,0,1,1,6,0,36,0,4,3,3,1,909,98,3022,10570,0,15,3,2,2,0,0,0,0,2
755,1,1,2,1,1,5,1,55,0,4,3,3,4,130,55,17226,19506,3,18,3,2,3,3,3,3,3,8
756,1,2,2,1,5,6,1,21,0,1,4,3,1,531,77,2398,5335,3,17,3,3,2,2,2,0,1,8
757,0,1,0,2,3,8,0,41,0,2,2,3,1,1298,49,2501,8919,7,11,3,3,3,3,2,2,2,2
758,1,0,0,1,3,2,0,20,0,3,4,3,1,390,44,3358,9144,1,15,3,2,2,1,0,0,1,1
759,0,2,2,2,1,7,1,41,0,4,1,3,3,337,79,18662,22880,0,12,3,4,3,0,0,0,0,2
760,0,0,0,1,1,0,0,43,0,2,3,3,4,1471,40,10408,23674,7,13,3,5,4,7,7,0,0,15
761,1,0,2,2,4,7,0,29,0,2,3,2,3,1204,84,5369,7029,1,13,3,1,3,1,1,1,1,14
762,0,0,2,1,1,2,0,41,1,4,1,3,1,850,78,1118,11893,1,18,3,3,3,1,1,1,1,1
763,1,0,2,2,1,7,1,36,0,4,3,3,2,1103,50,8866,16540,2,11,3,3,3,1,1,0,0,19
764,0,1,2,0,3,1,0,31,0,1,2,3,1,1020,90,2403,14157,1,13,3,5,2,1,1,0,1,1
765,0,0,2,1,1,2,0,37,0,3,4,3,1,1049,51,2441,2125,1,12,3,3,4,1,1,0,0,4
766,0,1,1,2,1,7,0,35,0,2,2,4,3,580,62,5264,24995,1,11,3,3,2,1,1,1,1,10
767,1,1,0,2,1,7,0,28,0,1,3,2,2,223,69,8667,4550,0,17,3,3,3,0,0,0,0,2
768,0,1,1,1,1,0,1,28,0,2,3,2,2,1053,80,4934,6236,1,11,3,3,3,1,1,0,1,14
769,0,1,1,1,3,0,0,41,0,4,4,3,3,534,80,1223,9333,8,13,3,3,3,2,2,2,2,3
770,0,1,2,2,1,7,0,45,0,5,1,3,3,111,64,7267,26850,5,12,3,2,4,5,5,0,0,6
771,0,2,2,2,1,8,0,21,0,3,4,2,1,984,68,2587,9711,6,20,4,3,3,5,3,1,2,9
772,0,0,2,2,2,7,0,42,0,3,2,3,2,1007,74,6045,2137,5,11,3,3,3,5,3,1,3,2
773,1,0,0,1,1,4,1,32,1,2,1,2,2,874,47,4813,17260,2,13,3,2,3,2,0,0,2,9
774,1,1,2,0,1,1,1,28,0,3,3,3,3,743,43,7594,14065,1,13,3,2,3,1,1,0,1,1
775,0,2,2,1,1,0,0,31,0,3,4,4,2,1142,89,5160,16357,3,18,3,2,3,3,0,0,0,9
776,1,1,2,2,1,7,0,46,1,3,2,2,3,443,79,10377,25432,4,14,3,5,4,4,4,2,4,8
777,1,0,2,1,3,6,1,38,0,4,3,3,1,534,55,3878,19302,4,12,3,3,3,2,2,2,2,1
778,0,1,2,1,1,6,0,47,0,3,3,3,1,1319,64,2774,18116,2,25,4,2,3,2,2,2,2,10
779,1,1,2,1,1,8,1,35,0,5,4,1,1,489,48,6515,7963,7,17,3,4,3,1,1,1,0,2
780,1,2,1,1,4,0,0,33,0,3,3,1,2,211,51,6911,10602,1,13,3,2,3,1,1,1,1,27
781,1,1,2,1,1,6,1,25,0,1,3,3,1,1495,68,3324,23145,1,13,3,4,4,1,1,1,1,25
782,0,2,0,2,5,7,1,34,0,5,2,3,3,1000,84,9449,23868,1,14,3,2,3,1,1,0,1,15
783,0,1,2,1,3,2,0,35,0,3,4,2,1,111,92,2948,9628,1,11,3,3,3,1,1,1,1,2
784,1,1,2,1,1,5,0,42,0,4,3,2,5,125,36,13406,19479,1,16,3,3,3,1,1,1,1,27
785,1,0,0,1,3,6,0,21,0,3,4,3,1,687,87,2461,9867,7,13,3,2,2,3,2,0,3,23
786,0,2,2,2,3,8,1,23,1,3,1,3,1,1353,54,1325,18153,1,13,3,2,3,1,0,0,1,12
787,0,1,2,1,1,2,0,38,0,3,1,3,1,516,60,3887,16770,0,18,3,4,3,0,0,0,0,1
788,0,1,2,2,1,8,0,31,1,5,2,2,1,1367,53,1212,9205,3,11,3,4,3,3,0,0,0,1
789,0,1,2,2,1,7,1,22,0,1,4,3,2,1490,55,4587,21472,1,14,3,2,3,1,1,1,1,14
790,0,1,2,2,2,8,0,36,0,5,1,3,1,1263,31,2893,20030,1,15,3,2,3,1,1,0,1,10
791,1,1,2,2,2,7,0,37,0,1,2,4,2,1212,84,6218,19739,6,12,3,2,3,5,4,1,4,27
792,0,2,2,1,3,2,0,37,0,2,4,4,2,849,40,4496,16590,2,12,3,2,3,1,1,0,2,1
793,0,1,2,1,1,6,0,35,0,3,1,3,2,246,61,5459,6975,1,15,3,2,3,1,1,0,1,13
794,0,2,2,1,1,6,0,27,1,4,2,3,2,770,43,4288,9407,1,16,3,2,3,1,1,1,1,4
795,0,0,1,1,1,2,0,34,0,2,3,4,1,814,95,5790,14270,2,12,3,5,4,2,1,0,0,21
796,0,0,2,1,5,2,0,22,0,3,3,3,1,370,44,2571,3490,1,16,3,3,4,1,1,1,1,19
797,0,1,1,1,3,5,0,36,0,4,1,2,3,345,61,10570,15025,4,12,3,0,2,4,4,0,0,14
798,0,1,2,1,3,6,0,32,0,4,4,3,2,1411,76,1761,5101,4,12,3,2,3,1,0,0,0,10
799,0,1,2,1,1,6,1,27,0,1,3,3,1,131,50,2723,7973,1,13,3,2,3,1,1,1,1,15
800,0,2,0,1,3,5,0,51,1,1,3,3,3,1203,55,10096,8245,6,25,4,0,2,2,2,2,6,1
801,0,2,2,2,2,8,0,25,0,3,2,3,1,586,73,2890,16903,1,18,3,3,2,1,0,0,1,26
802,0,2,1,1,3,5,0,42,0,4,2,3,3,323,68,7484,23275,3,11,3,6,2,3,2,2,1,24
803,0,1,2,2,3,1,1,31,0,4,4,4,1,442,96,5442,2243,1,13,3,4,3,1,1,1,0,26
804,0,1,2,2,2,7,0,44,0,4,4,3,2,1305,55,4033,4998,5,18,3,3,3,0,0,0,0,3
805,0,2,2,1,1,0,0,41,1,3,1,2,2,747,54,1118,23854,8,14,3,2,2,4,2,1,0,20
806,1,0,0,2,1,7,0,45,0,4,3,3,4,286,83,15308,12389,3,11,3,5,3,1,0,0,0,16
807,0,1,0,1,1,4,0,55,0,4,3,3,4,449,90,19812,3652,4,11,3,2,3,1,0,0,0,1
808,0,2,2,1,1,4,0,47,0,3,3,3,2,1336,45,4411,26239,6,13,3,2,3,3,2,0,2,1
809,0,2,2,1,3,6,1,21,1,3,1,3,1,1048,76,1466,14706,1,18,3,2,2,1,1,1,0,11
810,1,1,0,1,3,0,0,51,0,4,4,3,3,351,95,8745,5911,3,11,3,2,3,3,3,2,3,2
811,0,1,2,1,1,3,0,30,0,3,3,3,3,599,90,17931,12902,3,11,3,3,1,3,3,3,3,6
812,1,2,2,1,4,2,1,29,1,2,4,3,1,594,69,1169,25752,1,11,3,2,3,1,0,0,0,5
813,0,1,0,1,1,2,0,44,0,4,3,3,1,1133,50,2116,3189,9,13,3,2,2,3,2,1,2,1
814,0,1,2,2,3,7,0,40,1,3,4,3,3,871,33,1129,14566,9,18,3,1,2,9,0,0,9,1
815,0,2,2,1,1,2,1,33,0,3,4,2,1,579,47,2389,6058,2,16,3,2,2,2,2,0,2,2
816,0,2,2,1,3,2,1,29,0,3,4,4,1,498,94,2239,8092,1,13,3,3,3,1,1,0,1,18
817,1,1,2,1,1,2,0,34,0,2,3,4,1,859,66,2966,5245,9,24,4,2,3,5,1,0,2,15
818,0,0,2,1,3,6,1,31,0,3,4,3,1,134,33,3008,21914,3,13,3,2,4,3,3,0,3,9
819,1,1,2,1,1,6,0,27,0,3,2,2,1,277,87,2206,19312,1,14,3,2,2,1,1,1,1,3
820,1,1,2,1,5,2,1,29,0,1,3,2,1,1180,54,2146,2243,1,15,3,2,3,1,1,0,0,17
821,0,2,0,1,1,2,1,41,1,2,1,2,2,649,78,5849,10164,0,17,3,2,3,0,0,0,0,5
822,1,2,2,1,3,0,0,26,1,3,4,3,2,661,59,4664,17298,1,19,3,6,4,1,1,1,1,7
823,0,1,0,2,2,3,1,51,1,3,3,3,3,409,65,19783,25924,9,12,3,3,2,9,7,5,7,7
824,1,0,2,1,5,0,1,30,0,4,4,2,2,1397,62,6941,18940,4,14,3,2,3,4,4,4,4,16
825,0,0,2,1,3,6,1,55,1,3,3,3,2,1219,31,4704,7062,1,17,3,2,3,1,0,0,1,16
826,1,0,0,2,5,7,0,31,0,3,3,3,2,613,41,4338,11498,4,16,3,3,2,4,4,3,1,3
827,1,1,0,1,1,6,1,59,1,3,4,3,1,1415,87,2072,14638,3,16,3,2,3,1,0,0,0,21
828,1,0,2,2,3,7,0,35,0,4,3,3,2,326,34,4741,14480,1,19,3,3,3,1,1,1,1,6
829,0,0,2,1,3,6,0,28,0,2,4,3,1,1481,46,4630,11359,1,12,3,2,3,1,1,1,1,1
830,0,1,0,1,1,2,1,50,0,1,3,3,1,979,73,3449,3552,1,15,3,3,2,0,0,0,1,2
831,0,2,2,1,1,2,1,41,1,4,1,3,1,822,57,4366,20256,8,16,3,2,4,1,0,0,0,16
832,1,1,2,1,5,2,0,26,0,2,3,3,1,366,80,3857,17358,1,11,3,3,3,1,1,0,1,9
833,1,1,2,1,3,6,0,28,0,3,1,3,1,831,49,4994,24115,1,14,3,2,3,1,1,0,1,15
834,0,1,0,1,5,0,0,32,0,1,2,3,2,1109,34,1118,25279,1,20,4,2,3,1,1,1,1,7
835,0,1,2,1,1,5,0,49,0,4,2,2,5,492,85,17528,14761,2,12,3,2,2,2,2,1,2,4
836,0,0,1,1,1,2,0,25,0,2,1,2,1,556,63,5648,23035,0,11,3,2,3,0,0,0,0,12
837,1,2,0,1,3,6,0,26,1,3,2,3,1,430,51,2056,10035,1,13,3,3,2,1,1,1,1,4
838,0,1,0,1,3,0,0,49,0,3,1,3,3,1015,34,13487,25515,1,13,3,3,2,1,1,1,1,4
839,0,1,2,2,1,7,0,35,1,3,2,1,2,349,96,6047,16586,7,17,3,4,3,4,2,0,1,2
840,0,1,2,1,3,6,0,49,0,4,4,3,1,107,49,4406,10899,1,17,3,6,3,1,1,1,1,2
841,1,0,0,1,1,2,1,42,0,3,1,4,2,938,59,6339,12973,5,13,3,2,3,5,5,1,5,8
842,0,1,0,1,1,6,0,25,0,1,4,2,1,1246,81,2263,15533,1,20,4,0,4,1,0,0,0,26
843,0,2,2,0,1,4,0,31,0,4,3,2,3,476,40,14015,13618,4,25,4,2,2,4,4,0,2,7
844,0,0,2,1,1,0,0,40,0,3,4,3,4,522,69,11875,9553,4,11,3,2,4,4,2,0,2,9
845,0,0,1,2,2,7,0,51,0,3,2,3,3,657,59,10629,22646,4,12,3,2,4,4,4,4,4,1
846,0,0,0,1,3,6,1,28,0,1,4,3,1,369,66,1394,3681,6,15,3,3,3,1,0,0,0,6
847,0,1,2,1,1,4,0,35,1,1,4,1,3,723,60,3491,26053,1,12,3,0,2,1,1,1,1,2
848,0,1,2,1,1,7,0,41,0,3,1,2,3,1479,63,13664,5687,3,15,3,2,2,3,3,3,3,8
849,0,0,0,1,1,5,0,33,0,3,3,3,3,610,73,10251,26273,1,12,3,3,2,1,1,1,1,9
850,1,1,2,1,3,5,0,44,0,2,1,3,5,260,95,13323,18178,6,11,3,3,2,6,4,0,6,5
851,0,2,2,1,1,2,0,27,1,1,2,1,1,596,76,2284,13982,1,16,3,4,1,1,0,0,0,9
852,0,1,2,2,1,7,0,55,0,4,4,3,3,438,97,1200,21953,6,14,3,2,3,5,4,1,2,4
853,1,0,1,0,1,7,0,45,0,4,1,3,3,231,80,19210,13413,2,11,3,2,3,2,1,0,2,7
854,0,2,0,1,4,6,0,51,0,4,4,3,1,703,95,2375,10293,1,12,3,3,3,1,1,1,1,9
855,1,1,1,1,1,4,0,34,0,5,1,3,3,1150,94,7938,23825,4,18,3,2,3,4,0,0,0,15
856,0,1,1,0,1,3,1,51,0,1,4,4,5,543,52,16451,26914,3,14,3,4,2,1,0,0,0,18
857,1,0,2,1,1,0,0,43,0,4,1,2,5,375,91,10530,2137,4,13,3,2,4,4,3,0,1,9
858,0,1,2,2,1,7,0,38,0,2,4,3,3,1439,69,9432,9616,1,18,3,2,1,1,1,0,1,4
859,0,0,2,2,2,7,1,31,1,5,4,3,2,658,72,5074,17823,4,13,3,2,2,4,4,4,4,1
860,0,2,0,1,5,6,0,34,0,4,4,1,1,1286,30,2379,19978,3,16,3,3,3,2,2,1,0,9
861,0,2,2,1,3,4,0,51,1,1,1,2,2,1007,92,5459,2269,3,21,4,2,2,1,0,0,0,1
862,1,1,2,1,4,5,0,32,0,3,4,3,3,1297,81,15493,24115,1,13,3,3,2,1,1,1,1,16
863,0,2,2,0,3,2,1,32,0,4,3,3,1,111,52,3985,11193,1,15,3,5,3,0,0,0,1,9
864,1,2,2,2,3,7,0,36,0,1,2,3,3,571,35,17992,26862,1,15,3,3,2,1,1,1,1,8
865,1,1,2,1,1,2,0,29,0,3,3,3,1,887,93,3211,8307,1,13,3,2,1,1,1,1,0,4
866,1,2,2,0,3,8,0,28,0,3,3,3,1,177,59,2191,13983,1,11,3,3,3,1,1,0,1,5
867,0,2,0,1,1,6,0,38,0,4,3,3,2,1495,40,4485,9960,0,12,3,5,3,0,0,0,0,8
868,1,0,0,1,1,6,0,18,0,2,3,3,1,480,54,2071,26933,1,11,3,0,3,1,1,1,1,8
869,0,1,2,1,1,2,0,36,0,3,3,3,1,504,42,2140,6059,3,23,4,2,3,2,2,1,2,2
870,0,0,2,1,3,2,0,32,0,3,2,3,1,1222,85,3917,24351,0,25,4,5,3,0,0,0,0,1
871,0,1,0,2,3,3,0,52,0,3,3,3,4,126,96,19271,15740,2,14,3,4,2,2,2,2,2,21
872,0,0,2,2,3,7,1,42,0,3,2,1,3,1127,70,10080,21825,6,21,4,5,3,5,3,0,1,24
873,0,0,2,1,3,0,0,45,0,3,3,3,2,919,68,6767,2125,3,23,4,2,3,3,3,3,0,2
874,1,1,0,1,1,4,0,50,0,2,1,3,2,1229,33,7419,6636,1,14,3,4,1,0,0,0,0,1
875,0,0,2,1,1,2,0,30,0,2,4,3,1,910,44,2479,19369,1,23,4,2,3,1,1,0,0,1
876,0,2,2,1,1,6,0,34,0,4,4,3,2,184,30,2108,20418,1,13,3,1,2,1,1,1,0,7
877,1,1,2,1,3,6,0,37,0,2,2,2,2,144,40,2753,14897,4,12,3,3,2,1,0,0,0,1
878,0,2,2,2,4,7,1,36,1,4,3,2,2,353,62,6158,14714,1,14,3,3,3,1,1,0,1,1
879,0,0,2,2,1,7,1,35,0,2,4,3,2,1295,39,5056,23709,3,25,4,0,3,3,2,0,2,20
880,0,1,2,1,5,6,0,30,0,3,3,4,1,1482,60,2382,16570,3,13,3,4,3,3,0,0,3,3
881,0,2,0,2,1,8,0,21,1,4,4,3,1,1376,49,2682,15105,1,12,3,5,3,1,1,0,1,1
882,1,2,0,2,2,3,1,56,1,3,4,1,5,1361,48,18499,13792,4,21,4,3,2,4,4,4,4,1
883,0,1,1,1,1,3,0,42,0,3,3,4,4,111,95,19724,25221,6,15,3,2,4,1,0,0,0,4
884,0,0,2,1,1,4,0,58,0,2,3,3,2,1180,88,6332,23454,9,11,3,2,3,1,0,0,0,8
885,0,0,0,1,3,4,1,36,0,3,2,3,2,680,37,7376,23035,9,14,3,0,3,3,2,1,3,13
886,0,2,2,1,3,6,1,44,0,3,4,3,2,1041,94,1441,16773,3,14,3,4,2,3,2,0,2,11
887,0,2,1,1,1,2,1,29,0,2,4,3,2,791,62,4266,17125,1,22,4,3,1,1,1,0,1,4
888,1,0,2,1,3,6,0,39,0,4,3,3,2,228,80,5767,14744,2,19,3,3,4,2,2,2,2,4
889,0,2,0,2,2,7,0,18,1,4,2,3,2,1251,48,4964,18798,1,13,3,2,3,1,1,1,1,10
890,0,1,0,1,1,3,1,46,0,5,1,3,4,1257,40,17404,13595,7,18,3,2,4,7,3,3,7,9
891,1,2,0,1,5,2,1,29,0,3,4,2,1,554,80,2812,18482,0,12,3,2,3,0,0,0,0,2
892,1,2,2,1,5,6,1,38,1,4,4,3,1,1345,78,2392,7266,5,16,3,6,1,1,0,0,0,13
893,0,2,0,1,1,0,0,54,0,4,2,2,4,543,52,13898,8795,1,13,3,2,2,1,1,1,1,1
894,1,0,0,1,3,2,0,21,0,1,4,3,1,1100,95,2317,17594,1,12,3,2,2,1,1,1,1,11
895,1,2,1,1,1,0,0,27,0,1,4,2,3,465,89,9203,13731,1,22,4,3,3,1,1,1,1,8
896,1,0,2,0,3,1,0,26,0,2,1,2,1,117,87,4959,3002,1,21,4,2,2,1,0,0,1,9
897,0,1,2,2,2,7,0,29,0,1,3,3,2,279,60,4657,16195,7,22,4,3,3,2,2,2,2,29
898,0,0,2,1,1,3,0,51,0,4,4,3,5,1490,64,19802,22900,7,16,3,2,3,7,7,4,7,8
899,1,1,2,2,3,8,1,27,0,3,1,2,1,256,69,2577,7924,0,11,3,2,2,0,0,0,0,26
900,1,0,0,2,1,7,0,36,0,4,2,3,2,1373,32,6290,23569,2,11,3,3,3,2,2,2,2,8
901,0,1,0,1,1,0,0,56,0,4,2,2,3,1389,45,19538,15958,1,14,3,2,3,1,1,1,1,8
902,1,2,0,2,2,7,0,59,0,2,2,2,2,415,32,4939,3582,7,11,3,2,3,0,0,0,7,1
903,1,2,2,1,1,6,0,30,0,4,1,3,1,1260,44,2108,26735,1,13,3,2,3,1,1,0,1,21
904,1,1,2,1,3,2,1,29,1,2,4,3,1,927,71,3175,26933,1,18,3,2,3,1,0,0,0,18
905,0,1,2,1,1,0,0,37,1,3,2,1,3,369,78,19717,26914,7,15,3,2,3,2,2,0,2,29
906,0,0,0,1,3,6,1,22,1,3,2,2,1,550,94,4305,23256,1,13,3,3,3,1,1,1,1,5
907,0,1,1,1,3,0,1,33,0,1,3,3,2,815,31,8918,24271,8,13,3,3,3,1,0,0,0,2
908,0,1,2,2,3,7,0,45,0,3,4,3,4,1423,88,17846,15805,2,11,3,2,3,2,2,2,2,20
909,0,0,1,2,2,7,1,53,1,3,1,2,4,1312,44,10231,17334,7,11,3,3,2,7,7,7,7,18
910,0,1,0,1,1,4,0,55,0,3,2,3,2,563,67,6399,2137,1,24,4,3,3,1,1,1,1,1
911,1,1,2,1,1,0,1,29,0,3,2,3,2,1492,36,8682,13077,0,11,3,2,3,0,0,0,0,23
912,0,0,2,1,1,4,0,26,1,2,1,2,2,911,51,2346,14211,0,17,3,2,3,0,0,0,0,1
913,0,0,0,2,4,7,1,28,1,2,3,3,2,654,61,5517,12447,9,19,3,2,3,2,2,2,2,23
914,0,1,1,1,3,4,0,35,0,3,4,2,2,1237,30,6955,21709,4,17,3,3,3,4,4,0,3,7
915,1,2,0,1,3,2,0,27,1,3,3,1,1,851,30,3878,7292,1,14,3,3,1,1,0,0,0,7
916,0,1,2,1,1,5,0,43,0,3,4,4,3,652,70,10599,3142,3,16,3,3,3,3,0,0,0,23
917,0,1,2,2,1,7,0,30,0,4,4,3,2,662,43,5871,5942,3,12,3,4,3,3,2,1,3,4
918,1,2,0,2,4,1,0,31,1,3,4,2,1,1254,86,2370,6432,0,12,3,2,3,0,0,0,0,20
919,1,1,0,2,2,7,0,43,0,2,4,3,2,739,69,6731,4828,0,14,3,4,2,0,0,0,0,16
920,0,1,2,1,1,4,0,34,0,2,4,3,2,423,44,6162,12941,0,16,3,2,2,0,0,0,0,23
921,0,0,0,1,3,4,1,22,0,2,4,3,2,1290,45,4822,14637,0,14,3,2,2,0,0,0,0,18
922,0,0,2,1,1,6,0,35,0,4,3,3,1,247,73,2570,3639,1,16,3,5,3,1,0,0,0,10
923,1,0,2,1,5,4,0,49,0,1,3,3,2,575,34,6440,14236,4,19,3,2,3,4,0,0,0,2
924,0,1,2,2,2,7,0,40,0,3,3,2,3,696,100,13356,18999,8,12,3,2,2,8,8,8,8,6
925,1,1,2,0,3,3,0,45,0,3,1,3,5,1000,91,16934,14339,6,11,3,2,3,6,6,5,6,7
926,0,1,2,2,2,8,1,22,1,1,1,4,1,696,50,2167,24658,0,15,3,0,3,0,0,0,0,28
927,0,1,0,1,3,0,1,50,0,2,4,3,3,1395,56,13073,2227,4,19,3,0,2,4,4,4,2,15
928,1,0,1,2,2,7,0,31,0,3,3,3,2,1346,55,5546,23026,1,21,4,2,4,1,1,1,1,20
929,0,0,1,1,1,2,0,31,0,3,4,4,1,183,57,2993,5069,2,21,4,3,3,2,1,0,2,10
930,0,1,2,1,3,2,0,28,0,3,3,2,1,929,99,4611,9195,1,19,3,2,3,1,1,1,1,19
931,0,1,0,1,1,6,1,37,1,3,3,3,1,1401,67,2900,26270,1,11,3,2,2,1,0,0,0,7
932,0,2,2,2,1,7,0,31,0,4,2,2,2,715,52,6993,14825,0,14,3,4,2,0,0,0,0,10
933,0,1,0,2,2,7,1,50,0,3,3,2,2,111,78,6787,19439,2,15,3,0,3,2,0,0,0,2
934,0,0,1,1,3,3,0,50,0,2,1,2,3,531,88,10272,21891,3,15,3,3,2,3,3,3,3,1
935,1,1,2,2,2,7,1,42,0,3,4,3,2,311,79,4732,14599,3,11,3,3,2,1,0,0,0,10
936,1,2,2,2,1,7,0,25,0,2,2,3,3,1415,98,9454,12418,1,20,4,6,2,1,1,1,1,10
937,0,1,2,1,1,6,1,40,0,1,3,2,1,860,78,2657,26387,4,18,3,3,3,4,4,0,3,28
938,1,0,2,2,3,7,0,34,0,3,1,3,2,590,52,4460,13533,1,12,3,3,3,1,1,1,1,8
939,1,0,2,1,1,4,0,42,0,3,4,3,3,197,45,10889,25816,2,16,3,2,3,2,2,0,2,7
940,1,1,1,2,2,7,0,35,0,2,3,3,2,460,43,4204,23939,1,20,4,5,3,1,0,0,1,17
941,0,2,2,2,3,7,0,28,0,2,1,3,2,1455,97,6162,9111,1,16,3,2,3,1,1,1,1,3
